Label	Text
remove	Remove peanuts
add	Can you include tofu?
substitute	Can I use sugar instead of honey?
add	Add a bit of milk
remove	Don't add tomatoes
add	Could you add milk?
remove	Leave out the almond milk
substitute	Change spinach to broccoli
remove	I prefer without peanuts
add	Add a bit of bacon
add	Also, add butter
substitute	Swap tomatoes for lettuce
add	Please add carrots
add	Put some chicken in the recipe
substitute	Try using onion instead of carrots
substitute	Replace rice with pasta
add	Can you include beans?
remove	Can you take out flour?
substitute	Try using rice instead of broccoli
add	Also, add sugar
remove	I don't want tofu
add	Please add tomatoes
add	I want to add rice
add	Please add milk
remove	Please skip spinach
remove	Can you take out peanuts?
substitute	Swap carrots for peanuts
remove	Leave out the sugar
add	I'd like to add honey
substitute	Substitute bacon with garlic
add	Include cheese to this meal
add	Could you add rice?
substitute	I'd rather use egg than flour
substitute	Can I use sugar instead of butter?
substitute	Replace chicken with beef
remove	Please skip spinach
remove	Remove sugar
remove	Leave out the onion
substitute	Can I use butter instead of carrots?
add	Add a bit of milk
add	I want to add butter
remove	I prefer without tomatoes
add	Put some egg in the recipe
remove	Exclude spinach from recipe
substitute	Substitute flour with onion
add	I want to add lettuce
add	I'd like to add bacon
substitute	Change spinach to beef
substitute	Substitute tomatoes with tofu
remove	Avoid using onion
add	Could you add butter?
remove	Avoid using tomatoes
substitute	Try using pasta instead of cheese
substitute	Try using cheese instead of beans
add	I'd like to add onion
remove	I prefer without lettuce
remove	Leave out the chicken
substitute	Swap spinach for chicken
remove	I prefer without tomatoes
add	I want to add bacon
remove	Don't add pasta
substitute	Change honey to onion
substitute	Swap spinach for rice
remove	I prefer without milk
remove	Exclude broccoli from recipe
substitute	Substitute yogurt with egg
remove	I prefer without tomatoes
remove	Don't add tomatoes
add	Let's add butter
remove	Avoid using cheese
add	Include lettuce to this meal
substitute	Use cheese in place of beef
remove	Can you take out flour?
substitute	Swap bacon for egg
add	Include bacon to this meal
add	Put some beans in the recipe
remove	I don't want cheese
substitute	Try using honey instead of almond milk
add	I'd like to add garlic
remove	Leave out the tomatoes
remove	Remove chicken
remove	Please skip beef
substitute	Try using carrots instead of butter
add	I want to add spinach
add	Could you add beef?
substitute	Use cheese in place of peanuts
remove	Exclude honey from recipe
substitute	Change butter to egg
add	Add a bit of broccoli
add	Can you include rice?
substitute	I'd rather use carrots than sugar
add	Include bacon to this meal
substitute	Can I use broccoli instead of beans?
remove	Don't add lettuce
substitute	Is it okay to switch milk with broccoli?
substitute	I'd rather use beef than broccoli
add	Put some lettuce in the recipe
remove	Please skip almond milk
remove	Don't add yogurt
substitute	Is it okay to switch tofu with sugar?
remove	Exclude butter from recipe
add	Could you add almond milk?
add	I'd like to add pasta
add	Include honey to this meal
remove	I don't want beans
remove	Can you take out almond milk?
add	Include bacon to this meal
substitute	Can I use pasta instead of yogurt?
add	Also, add bacon
remove	I don't want milk
remove	Leave out the butter
add	Also, add onion
substitute	Change sugar to lettuce
add	Also, add garlic
remove	Don't add tomatoes
substitute	Replace almond milk with garlic
add	Could you add broccoli?
add	Could you add tofu?
substitute	I'd rather use tofu than sugar
remove	Remove flour
substitute	Replace pasta with carrots
remove	Remove butter
substitute	Exchange honey for tofu
substitute	I'd rather use almond milk than beans
remove	I prefer without spinach
substitute	Swap pasta for peanuts
remove	Exclude cheese from recipe
remove	Remove honey
remove	I don't want onion
substitute	Can I use sugar instead of rice?
substitute	Can I use garlic instead of almond milk?
substitute	Swap onion for beans
remove	Leave out the tomatoes
substitute	Substitute beans with chicken
add	Add a bit of pasta
substitute	Exchange carrots for flour
remove	Exclude bacon from recipe
substitute	Can I use garlic instead of yogurt?
remove	Please skip lettuce
remove	Avoid using milk
remove	I prefer without broccoli
add	Could you add chicken?
substitute	Change lettuce to butter
remove	I don't want peanuts
substitute	Can I use rice instead of tofu?
remove	Don't add flour
add	Please add beans
add	Could you add sugar?
remove	Avoid using yogurt
remove	Leave out the almond milk
add	Include butter to this meal
substitute	Is it okay to switch carrots with rice?
add	Include almond milk to this meal
remove	Exclude peanuts from recipe
add	I'd like to add rice
substitute	Try using egg instead of onion
add	Let's add peanuts
add	Could you add tomatoes?
substitute	Substitute pasta with chicken
remove	Leave out the sugar
remove	Remove egg
remove	I don't want pasta
substitute	Can I use bacon instead of peanuts?
remove	Don't add beans
substitute	Use tofu in place of bacon
remove	Leave out the egg
add	Can you include garlic?
add	Put some pasta in the recipe
substitute	Swap beans for milk
remove	Avoid using broccoli
substitute	Change peanuts to yogurt
remove	I prefer without yogurt
remove	Please skip onion
remove	Exclude chicken from recipe
add	Include beans to this meal
substitute	Use milk in place of pasta
remove	Please skip garlic
remove	No beans, please
substitute	I'd rather use carrots than yogurt
substitute	Replace butter with bacon
add	Include beans to this meal
substitute	Swap carrots for pasta
substitute	Try using tofu instead of almond milk
substitute	Substitute beans with sugar
remove	Don't add spinach
add	Can you include egg?
remove	I don't want tomatoes
remove	Don't add tofu
substitute	Try using cheese instead of spinach
substitute	Is it okay to switch peanuts with egg?
add	Please add tomatoes
add	Include lettuce to this meal
add	Also, add peanuts
add	Also, add honey
remove	Remove beans
remove	Leave out the peanuts
add	I'd like to add egg
add	Include yogurt to this meal
add	I want to add peanuts
remove	Please skip beef
remove	Can you take out spinach?
add	I'd like to add spinach
substitute	Try using yogurt instead of bacon
remove	I prefer without rice
add	Include butter to this meal
add	Include sugar to this meal
add	Add a bit of milk
add	Also, add onion
substitute	Replace pasta with almond milk
add	Can you include butter?
add	Also, add almond milk
substitute	Replace milk with flour
remove	No peanuts, please
add	Let's add chicken
substitute	Use onion in place of honey
substitute	Replace egg with bacon
substitute	Substitute yogurt with pasta
substitute	Is it okay to switch garlic with chicken?
substitute	Exchange pasta for beans
add	I want to add garlic
substitute	Exchange spinach for milk
substitute	Is it okay to switch tomatoes with beef?
add	I'd like to add beans
substitute	Substitute bacon with butter
add	Please add rice
remove	No milk, please
add	Put some carrots in the recipe
substitute	Swap milk for carrots
add	Please add lettuce
remove	I prefer without rice
substitute	Exchange spinach for flour
add	Can you include almond milk?
substitute	Try using rice instead of sugar
remove	I don't want sugar
add	Also, add lettuce
remove	Remove carrots
add	Also, add almond milk
substitute	Try using sugar instead of peanuts
remove	Don't add egg
add	Include spinach to this meal
add	Also, add beef
add	Add a bit of almond milk
substitute	Use bacon in place of almond milk
substitute	Try using egg instead of tomatoes
add	I'd like to add egg
substitute	Substitute yogurt with lettuce
substitute	Change garlic to peanuts
remove	Remove butter
substitute	Substitute garlic with carrots
substitute	Change broccoli to garlic
substitute	Swap tofu for onion
substitute	Substitute spinach with beef
remove	Remove beef
remove	Exclude milk from recipe
remove	No butter, please
substitute	I'd rather use bacon than tofu
add	Can you include cheese?
substitute	Can I use beans instead of spinach?
remove	Avoid using almond milk
substitute	Is it okay to switch garlic with tofu?
remove	I prefer without carrots
substitute	Is it okay to switch bacon with chicken?
remove	Please skip butter
add	Add a bit of egg
remove	No tofu, please
add	Let's add bacon
substitute	Substitute pasta with tofu
remove	Remove almond milk
add	I want to add bacon
add	I want to add garlic
substitute	Try using milk instead of honey
remove	Avoid using yogurt
add	Could you add peanuts?
substitute	Exchange rice for pasta
add	I'd like to add pasta
remove	I don't want beans
add	I want to add beef
substitute	Exchange flour for peanuts
remove	Exclude yogurt from recipe
substitute	Substitute honey with butter
substitute	Is it okay to switch butter with egg?
remove	I don't want carrots
remove	Avoid using yogurt
add	Could you add yogurt?
remove	Can you take out chicken?
substitute	Can I use tomatoes instead of pasta?
add	Put some sugar in the recipe
substitute	Swap flour for broccoli
substitute	Use lettuce in place of sugar
substitute	Replace sugar with yogurt
add	Also, add beans
remove	Can you take out egg?
substitute	Swap flour for yogurt
substitute	Try using tofu instead of chicken
substitute	Substitute lettuce with bacon
add	Put some broccoli in the recipe
add	Can you include carrots?
substitute	I'd rather use spinach than peanuts
remove	Leave out the bacon
add	Please add yogurt
add	Can you include sugar?
substitute	I'd rather use butter than cheese
remove	Please skip almond milk
remove	I prefer without onion
remove	Leave out the tofu
remove	I prefer without tomatoes
substitute	I'd rather use butter than cheese
remove	I don't want rice
remove	Don't add beans
remove	Exclude cheese from recipe
remove	No lettuce, please
add	Put some milk in the recipe
add	Put some egg in the recipe
substitute	Try using chicken instead of spinach
remove	Leave out the butter
substitute	Is it okay to switch flour with almond milk?
substitute	Replace peanuts with garlic
add	Put some beef in the recipe
substitute	Try using carrots instead of almond milk
add	Put some spinach in the recipe
add	Please add beef
add	I want to add butter
remove	Leave out the beef
substitute	Try using tofu instead of tomatoes
substitute	Change honey to pasta
remove	I prefer without spinach
add	I'd like to add egg
remove	Exclude honey from recipe
add	Add a bit of broccoli
add	Add a bit of egg
substitute	I'd rather use honey than beef
substitute	Change lettuce to carrots
remove	Leave out the sugar
add	I want to add sugar
remove	Leave out the beans
add	Can you include chicken?
substitute	Use bacon in place of flour
remove	Please skip almond milk
substitute	I'd rather use flour than bacon
add	I want to add chicken
substitute	Can I use peanuts instead of lettuce?
add	Please add broccoli
remove	I prefer without peanuts
substitute	Exchange broccoli for peanuts
add	Let's add bacon
remove	I don't want egg
substitute	Can I use chicken instead of almond milk?
substitute	Replace egg with sugar
remove	Avoid using garlic
add	I want to add chicken
