PrevToken	Token	NextToken	Label
<START>	Exclude	bacon	O
Exclude	bacon	from	B-OLD
bacon	from	recipe	O
from	recipe	<END>	O
<START>	Id	like	O
Id	like	to	O
like	to	add	O
to	add	yogurt	O
add	yogurt	<END>	B-NEW
<START>	Remove	rice	O
Remove	rice	<END>	B-OLD
<START>	Swap	lettuce	O
Swap	lettuce	for	B-OLD
lettuce	for	rice	O
for	rice	<END>	B-NEW
<START>	Avoid	using	O
Avoid	using	sugar	O
using	sugar	<END>	B-OLD
<START>	Avoid	using	O
Avoid	using	cheese	O
using	cheese	<END>	B-OLD
<START>	Can	you	O
Can	you	include	O
you	include	rice	O
include	rice	?	B-NEW
rice	?	<END>	I-NEW
<START>	Id	like	O
Id	like	to	O
like	to	add	O
to	add	rice	O
add	rice	<END>	B-NEW
<START>	Try	using	O
Try	using	bacon	O
using	bacon	instead	O
bacon	instead	of	O
instead	of	lettuce	O
of	lettuce	<END>	B-OLD
<START>	I	prefer	O
I	prefer	without	O
prefer	without	tomatoes	O
without	tomatoes	<END>	B-OLD
<START>	Swap	broccoli	O
Swap	broccoli	for	B-OLD
broccoli	for	cheese	O
for	cheese	<END>	B-NEW
<START>	Lets	add	O
Lets	add	almond milk	O
add	almond milk	<END>	B-NEW
<START>	Exchange	cheese	O
Exchange	cheese	for	B-OLD
cheese	for	egg	O
for	egg	<END>	B-NEW
<START>	Dont	add	O
Dont	add	garlic	O
add	garlic	<END>	B-NEW
<START>	Lets	add	O
Lets	add	garlic	O
add	garlic	<END>	B-NEW
<START>	Avoid	using	O
Avoid	using	flour	O
using	flour	<END>	B-OLD
<START>	Please	skip	O
Please	skip	carrots	O
skip	carrots	<END>	B-OLD
<START>	No	spinach	O
No	spinach	,	B-OLD
spinach	,	please	I-OLD
,	please	<END>	O
<START>	Also	,	O
Also	,	add	O
,	add	broccoli	O
add	broccoli	<END>	B-NEW
<START>	Lets	add	O
Lets	add	butter	O
add	butter	<END>	B-NEW
<START>	Can	you	O
Can	you	include	O
you	include	tofu	O
include	tofu	?	B-NEW
tofu	?	<END>	I-NEW
<START>	Also	,	O
Also	,	add	O
,	add	broccoli	O
add	broccoli	<END>	B-NEW
<START>	Also	,	O
Also	,	add	O
,	add	sugar	O
add	sugar	<END>	B-NEW
<START>	Exclude	broccoli	O
Exclude	broccoli	from	B-OLD
broccoli	from	recipe	O
from	recipe	<END>	O
<START>	Dont	add	O
Dont	add	carrots	O
add	carrots	<END>	B-NEW
<START>	Leave	out	O
Leave	out	the	O
out	the	tomatoes	O
the	tomatoes	<END>	B-OLD
<START>	I	want	O
I	want	to	O
want	to	add	O
to	add	carrots	O
add	carrots	<END>	B-NEW
<START>	Try	using	O
Try	using	carrots	O
using	carrots	instead	O
carrots	instead	of	O
instead	of	beans	O
of	beans	<END>	B-OLD
<START>	Replace	chicken	O
Replace	chicken	with	B-OLD
chicken	with	tofu	O
with	tofu	<END>	B-NEW
<START>	Put	some	O
Put	some	flour	O
some	flour	in	B-NEW
flour	in	the	O
in	the	recipe	O
the	recipe	<END>	O
<START>	Include	butter	O
Include	butter	to	B-NEW
butter	to	this	O
to	this	meal	O
this	meal	<END>	B-NEW
<START>	Can	I	O
Can	I	use	O
I	use	cheese	O
use	cheese	instead	B-NEW
cheese	instead	of	O
instead	of	chicken	O
of	chicken	?	B-OLD
chicken	?	<END>	I-OLD
<START>	No	beef	O
No	beef	,	B-OLD
beef	,	please	I-OLD
,	please	<END>	O
<START>	Please	add	O
Please	add	beef	O
add	beef	<END>	B-NEW
<START>	Please	skip	O
Please	skip	egg	O
skip	egg	<END>	B-OLD
<START>	Remove	flour	O
Remove	flour	<END>	B-OLD
<START>	I	dont	O
I	dont	want	O
dont	want	broccoli	O
want	broccoli	<END>	O
<START>	Add	a	O
Add	a	bit	O
a	bit	of	O
bit	of	yogurt	O
of	yogurt	<END>	B-NEW
<START>	Substitute	beans	O
Substitute	beans	with	B-OLD
beans	with	rice	O
with	rice	<END>	B-NEW
<START>	Lets	add	O
Lets	add	butter	O
add	butter	<END>	B-NEW
<START>	Replace	beans	O
Replace	beans	with	B-OLD
beans	with	honey	O
with	honey	<END>	B-NEW
<START>	Id	rather	O
Id	rather	use	O
rather	use	beef	O
use	beef	than	B-NEW
beef	than	sugar	O
than	sugar	<END>	B-NEW
<START>	Use	tofu	O
Use	tofu	in	B-NEW
tofu	in	place	O
in	place	of	B-NEW
place	of	broccoli	O
of	broccoli	<END>	B-NEW
<START>	No	sugar	O
No	sugar	,	B-OLD
sugar	,	please	I-OLD
,	please	<END>	O
<START>	Avoid	using	O
Avoid	using	milk	O
using	milk	<END>	B-OLD
<START>	Could	you	O
Could	you	add	O
you	add	beef	O
add	beef	?	B-NEW
beef	?	<END>	I-NEW
<START>	Id	like	O
Id	like	to	O
like	to	add	O
to	add	spinach	O
add	spinach	<END>	B-NEW
<START>	Change	yogurt	O
Change	yogurt	to	B-OLD
yogurt	to	rice	O
to	rice	<END>	B-OLD
<START>	No	garlic	O
No	garlic	,	B-OLD
garlic	,	please	I-OLD
,	please	<END>	O
<START>	Exchange	yogurt	O
Exchange	yogurt	for	B-OLD
yogurt	for	spinach	O
for	spinach	<END>	B-NEW
<START>	Also	,	O
Also	,	add	O
,	add	tomatoes	O
add	tomatoes	<END>	B-NEW
<START>	Please	add	O
Please	add	flour	O
add	flour	<END>	B-NEW
<START>	Include	tomatoes	O
Include	tomatoes	to	B-NEW
tomatoes	to	this	O
to	this	meal	O
this	meal	<END>	B-NEW
<START>	Can	I	O
Can	I	use	O
I	use	beans	O
use	beans	instead	B-NEW
beans	instead	of	O
instead	of	tomatoes	O
of	tomatoes	?	B-OLD
tomatoes	?	<END>	I-OLD
<START>	Use	butter	O
Use	butter	in	B-NEW
butter	in	place	O
in	place	of	B-NEW
place	of	bacon	O
of	bacon	<END>	B-NEW
<START>	Please	skip	O
Please	skip	rice	O
skip	rice	<END>	B-OLD
<START>	Lets	add	O
Lets	add	cheese	O
add	cheese	<END>	B-NEW
<START>	Substitute	spinach	O
Substitute	spinach	with	B-OLD
spinach	with	honey	O
with	honey	<END>	B-NEW
<START>	Id	rather	O
Id	rather	use	O
rather	use	beans	O
use	beans	than	B-NEW
beans	than	pasta	O
than	pasta	<END>	B-NEW
<START>	Include	chicken	O
Include	chicken	to	B-NEW
chicken	to	this	O
to	this	meal	O
this	meal	<END>	B-NEW
<START>	Avoid	using	O
Avoid	using	beans	O
using	beans	<END>	B-OLD
<START>	I	want	O
I	want	to	O
want	to	add	O
to	add	flour	O
add	flour	<END>	B-NEW
<START>	Also	,	O
Also	,	add	O
,	add	onion	O
add	onion	<END>	B-NEW
<START>	Is	it	O
Is	it	okay	O
it	okay	to	O
okay	to	switch	O
to	switch	flour	O
switch	flour	with	B-OLD
flour	with	onion	O
with	onion	?	B-NEW
onion	?	<END>	I-NEW
<START>	I	dont	O
I	dont	want	O
dont	want	carrots	O
want	carrots	<END>	O
<START>	I	dont	O
I	dont	want	O
dont	want	cheese	O
want	cheese	<END>	O
<START>	Could	you	O
Could	you	add	O
you	add	bacon	O
add	bacon	?	B-NEW
bacon	?	<END>	I-NEW
<START>	Put	some	O
Put	some	tofu	O
some	tofu	in	B-NEW
tofu	in	the	O
in	the	recipe	O
the	recipe	<END>	O
<START>	Dont	add	O
Dont	add	carrots	O
add	carrots	<END>	B-NEW
<START>	Add	a	O
Add	a	bit	O
a	bit	of	O
bit	of	chicken	O
of	chicken	<END>	B-NEW
<START>	Swap	carrots	O
Swap	carrots	for	B-OLD
carrots	for	flour	O
for	flour	<END>	B-NEW
<START>	Please	skip	O
Please	skip	carrots	O
skip	carrots	<END>	B-OLD
<START>	Use	garlic	O
Use	garlic	in	B-NEW
garlic	in	place	O
in	place	of	B-NEW
place	of	cheese	O
of	cheese	<END>	B-NEW
<START>	Change	tofu	O
Change	tofu	to	B-OLD
tofu	to	rice	O
to	rice	<END>	B-OLD
<START>	Leave	out	O
Leave	out	the	O
out	the	peanuts	O
the	peanuts	<END>	B-OLD
<START>	Swap	tofu	O
Swap	tofu	for	B-OLD
tofu	for	onion	O
for	onion	<END>	B-NEW
<START>	Please	add	O
Please	add	carrots	O
add	carrots	<END>	B-NEW
<START>	Avoid	using	O
Avoid	using	chicken	O
using	chicken	<END>	B-OLD
<START>	Please	add	O
Please	add	tomatoes	O
add	tomatoes	<END>	B-NEW
<START>	Please	skip	O
Please	skip	garlic	O
skip	garlic	<END>	B-OLD
<START>	Try	using	O
Try	using	rice	O
using	rice	instead	O
rice	instead	of	O
instead	of	broccoli	O
of	broccoli	<END>	B-OLD
<START>	Put	some	O
Put	some	spinach	O
some	spinach	in	B-NEW
spinach	in	the	O
in	the	recipe	O
the	recipe	<END>	O
<START>	Include	garlic	O
Include	garlic	to	B-NEW
garlic	to	this	O
to	this	meal	O
this	meal	<END>	B-NEW
<START>	Can	I	O
Can	I	use	O
I	use	tofu	O
use	tofu	instead	B-NEW
tofu	instead	of	O
instead	of	spinach	O
of	spinach	?	B-OLD
spinach	?	<END>	I-OLD
<START>	Lets	add	O
Lets	add	lettuce	O
add	lettuce	<END>	B-NEW
<START>	Substitute	chicken	O
Substitute	chicken	with	B-OLD
chicken	with	beef	O
with	beef	<END>	B-NEW
<START>	Exclude	rice	O
Exclude	rice	from	B-OLD
rice	from	recipe	O
from	recipe	<END>	O
<START>	Also	,	O
Also	,	add	O
,	add	spinach	O
add	spinach	<END>	B-NEW
<START>	Please	skip	O
Please	skip	peanuts	O
skip	peanuts	<END>	B-OLD
<START>	I	want	O
I	want	to	O
want	to	add	O
to	add	milk	O
add	milk	<END>	B-NEW
<START>	Exclude	chicken	O
Exclude	chicken	from	B-OLD
chicken	from	recipe	O
from	recipe	<END>	O
<START>	Use	egg	O
Use	egg	in	B-NEW
egg	in	place	O
in	place	of	B-NEW
place	of	almond milk	O
of	almond milk	<END>	B-NEW
<START>	Substitute	butter	O
Substitute	butter	with	B-OLD
butter	with	chicken	O
with	chicken	<END>	B-NEW
<START>	Remove	rice	O
Remove	rice	<END>	B-OLD
<START>	I	want	O
I	want	to	O
want	to	add	O
to	add	egg	O
add	egg	<END>	B-NEW
<START>	Swap	tomatoes	O
Swap	tomatoes	for	B-OLD
tomatoes	for	chicken	O
for	chicken	<END>	B-NEW
<START>	Remove	butter	O
Remove	butter	<END>	B-OLD
<START>	No	beans	O
No	beans	,	B-OLD
beans	,	please	I-OLD
,	please	<END>	O
<START>	Can	you	O
Can	you	include	O
you	include	cheese	O
include	cheese	?	B-NEW
cheese	?	<END>	I-NEW
<START>	Leave	out	O
Leave	out	the	O
out	the	milk	O
the	milk	<END>	B-OLD
<START>	Add	a	O
Add	a	bit	O
a	bit	of	O
bit	of	butter	O
of	butter	<END>	B-NEW
<START>	Remove	spinach	O
Remove	spinach	<END>	B-OLD
<START>	Dont	add	O
Dont	add	beef	O
add	beef	<END>	B-NEW
<START>	Swap	tomatoes	O
Swap	tomatoes	for	B-OLD
tomatoes	for	onion	O
for	onion	<END>	B-NEW
<START>	Could	you	O
Could	you	add	O
you	add	lettuce	O
add	lettuce	?	B-NEW
lettuce	?	<END>	I-NEW
<START>	Can	I	O
Can	I	use	O
I	use	butter	O
use	butter	instead	B-NEW
butter	instead	of	O
instead	of	yogurt	O
of	yogurt	?	B-OLD
yogurt	?	<END>	I-OLD
<START>	Exchange	rice	O
Exchange	rice	for	B-OLD
rice	for	honey	O
for	honey	<END>	B-NEW
<START>	Please	skip	O
Please	skip	yogurt	O
skip	yogurt	<END>	B-OLD
<START>	Can	you	O
Can	you	include	O
you	include	butter	O
include	butter	?	B-NEW
butter	?	<END>	I-NEW
<START>	Can	I	O
Can	I	use	O
I	use	honey	O
use	honey	instead	B-NEW
honey	instead	of	O
instead	of	tofu	O
of	tofu	?	B-OLD
tofu	?	<END>	I-OLD
<START>	Please	add	O
Please	add	egg	O
add	egg	<END>	B-NEW
<START>	I	dont	O
I	dont	want	O
dont	want	broccoli	O
want	broccoli	<END>	O
<START>	I	prefer	O
I	prefer	without	O
prefer	without	cheese	O
without	cheese	<END>	B-OLD
<START>	Remove	rice	O
Remove	rice	<END>	B-OLD
<START>	Use	pasta	O
Use	pasta	in	B-NEW
pasta	in	place	O
in	place	of	B-NEW
place	of	sugar	O
of	sugar	<END>	B-NEW
<START>	Include	bacon	O
Include	bacon	to	B-NEW
bacon	to	this	O
to	this	meal	O
this	meal	<END>	B-NEW
<START>	Exchange	chicken	O
Exchange	chicken	for	B-OLD
chicken	for	onion	O
for	onion	<END>	B-NEW
<START>	I	prefer	O
I	prefer	without	O
prefer	without	butter	O
without	butter	<END>	B-OLD
<START>	Id	like	O
Id	like	to	O
like	to	add	O
to	add	milk	O
add	milk	<END>	B-NEW
<START>	Replace	cheese	O
Replace	cheese	with	B-OLD
cheese	with	sugar	O
with	sugar	<END>	B-NEW
<START>	Can	you	O
Can	you	include	O
you	include	sugar	O
include	sugar	?	B-NEW
sugar	?	<END>	I-NEW
<START>	Use	peanuts	O
Use	peanuts	in	B-NEW
peanuts	in	place	O
in	place	of	B-NEW
place	of	broccoli	O
of	broccoli	<END>	B-NEW
<START>	Dont	add	O
Dont	add	bacon	O
add	bacon	<END>	B-NEW
<START>	Leave	out	O
Leave	out	the	O
out	the	peanuts	O
the	peanuts	<END>	B-OLD
<START>	Add	a	O
Add	a	bit	O
a	bit	of	O
bit	of	bacon	O
of	bacon	<END>	B-NEW
<START>	Add	a	O
Add	a	bit	O
a	bit	of	O
bit	of	yogurt	O
of	yogurt	<END>	B-NEW
<START>	Dont	add	O
Dont	add	tofu	O
add	tofu	<END>	B-NEW
<START>	No	garlic	O
No	garlic	,	B-OLD
garlic	,	please	I-OLD
,	please	<END>	O
<START>	Use	sugar	O
Use	sugar	in	B-NEW
sugar	in	place	O
in	place	of	B-NEW
place	of	lettuce	O
of	lettuce	<END>	B-NEW
<START>	Id	rather	O
Id	rather	use	O
rather	use	butter	O
use	butter	than	B-NEW
butter	than	carrots	O
than	carrots	<END>	B-NEW
<START>	Also	,	O
Also	,	add	O
,	add	yogurt	O
add	yogurt	<END>	B-NEW
<START>	Please	skip	O
Please	skip	beans	O
skip	beans	<END>	B-OLD
<START>	Change	butter	O
Change	butter	to	B-OLD
butter	to	bacon	O
to	bacon	<END>	B-OLD
<START>	Swap	milk	O
Swap	milk	for	B-OLD
milk	for	onion	O
for	onion	<END>	B-NEW
<START>	I	dont	O
I	dont	want	O
dont	want	flour	O
want	flour	<END>	O
<START>	Add	a	O
Add	a	bit	O
a	bit	of	O
bit	of	almond milk	O
of	almond milk	<END>	B-NEW
<START>	Try	using	O
Try	using	broccoli	O
using	broccoli	instead	O
broccoli	instead	of	O
instead	of	carrots	O
of	carrots	<END>	B-OLD
<START>	Exclude	bacon	O
Exclude	bacon	from	B-OLD
bacon	from	recipe	O
from	recipe	<END>	O
<START>	I	prefer	O
I	prefer	without	O
prefer	without	lettuce	O
without	lettuce	<END>	B-OLD
<START>	Use	peanuts	O
Use	peanuts	in	B-NEW
peanuts	in	place	O
in	place	of	B-NEW
place	of	onion	O
of	onion	<END>	B-NEW
<START>	Can	you	O
Can	you	take	O
you	take	out	O
take	out	sugar	O
out	sugar	?	B-OLD
sugar	?	<END>	I-OLD
<START>	Id	like	O
Id	like	to	O
like	to	add	O
to	add	pasta	O
add	pasta	<END>	B-NEW
<START>	Swap	rice	O
Swap	rice	for	B-OLD
rice	for	tomatoes	O
for	tomatoes	<END>	B-NEW
<START>	Lets	add	O
Lets	add	lettuce	O
add	lettuce	<END>	B-NEW
<START>	Can	I	O
Can	I	use	O
I	use	bacon	O
use	bacon	instead	B-NEW
bacon	instead	of	O
instead	of	tomatoes	O
of	tomatoes	?	B-OLD
tomatoes	?	<END>	I-OLD
<START>	Add	a	O
Add	a	bit	O
a	bit	of	O
bit	of	beans	O
of	beans	<END>	B-NEW
<START>	Can	you	O
Can	you	include	O
you	include	rice	O
include	rice	?	B-NEW
rice	?	<END>	I-NEW
<START>	I	prefer	O
I	prefer	without	O
prefer	without	peanuts	O
without	peanuts	<END>	B-OLD
<START>	Could	you	O
Could	you	add	O
you	add	sugar	O
add	sugar	?	B-NEW
sugar	?	<END>	I-NEW
<START>	Put	some	O
Put	some	bacon	O
some	bacon	in	B-NEW
bacon	in	the	O
in	the	recipe	O
the	recipe	<END>	O
<START>	Could	you	O
Could	you	add	O
you	add	beef	O
add	beef	?	B-NEW
beef	?	<END>	I-NEW
<START>	Put	some	O
Put	some	flour	O
some	flour	in	B-NEW
flour	in	the	O
in	the	recipe	O
the	recipe	<END>	O
<START>	Exclude	beans	O
Exclude	beans	from	B-OLD
beans	from	recipe	O
from	recipe	<END>	O
<START>	Id	rather	O
Id	rather	use	O
rather	use	lettuce	O
use	lettuce	than	B-NEW
lettuce	than	egg	O
than	egg	<END>	B-NEW
<START>	Exclude	honey	O
Exclude	honey	from	B-OLD
honey	from	recipe	O
from	recipe	<END>	O
<START>	Is	it	O
Is	it	okay	O
it	okay	to	O
okay	to	switch	O
to	switch	butter	O
switch	butter	with	B-OLD
butter	with	cheese	O
with	cheese	?	B-NEW
cheese	?	<END>	I-NEW
<START>	Exchange	rice	O
Exchange	rice	for	B-OLD
rice	for	almond milk	O
for	almond milk	<END>	B-NEW
<START>	Add	a	O
Add	a	bit	O
a	bit	of	O
bit	of	egg	O
of	egg	<END>	B-NEW
<START>	Try	using	O
Try	using	tofu	O
using	tofu	instead	O
tofu	instead	of	O
instead	of	lettuce	O
of	lettuce	<END>	B-OLD
<START>	No	bacon	O
No	bacon	,	B-OLD
bacon	,	please	I-OLD
,	please	<END>	O
<START>	Id	like	O
Id	like	to	O
like	to	add	O
to	add	tomatoes	O
add	tomatoes	<END>	B-NEW
<START>	Put	some	O
Put	some	almond milk	O
some	almond milk	in	B-NEW
almond milk	in	the	O
in	the	recipe	O
the	recipe	<END>	O
<START>	Is	it	O
Is	it	okay	O
it	okay	to	O
okay	to	switch	O
to	switch	milk	O
switch	milk	with	B-OLD
milk	with	chicken	O
with	chicken	?	B-NEW
chicken	?	<END>	I-NEW
<START>	Change	milk	O
Change	milk	to	B-OLD
milk	to	honey	O
to	honey	<END>	B-OLD
<START>	Remove	lettuce	O
Remove	lettuce	<END>	B-OLD
<START>	I	want	O
I	want	to	O
want	to	add	O
to	add	peanuts	O
add	peanuts	<END>	B-NEW
<START>	Is	it	O
Is	it	okay	O
it	okay	to	O
okay	to	switch	O
to	switch	honey	O
switch	honey	with	B-OLD
honey	with	spinach	O
with	spinach	?	B-NEW
spinach	?	<END>	I-NEW
<START>	Id	like	O
Id	like	to	O
like	to	add	O
to	add	onion	O
add	onion	<END>	B-NEW
<START>	Lets	add	O
Lets	add	cheese	O
add	cheese	<END>	B-NEW
<START>	Exchange	rice	O
Exchange	rice	for	B-OLD
rice	for	garlic	O
for	garlic	<END>	B-NEW
<START>	Exclude	spinach	O
Exclude	spinach	from	B-OLD
spinach	from	recipe	O
from	recipe	<END>	O
<START>	Use	broccoli	O
Use	broccoli	in	B-NEW
broccoli	in	place	O
in	place	of	B-NEW
place	of	beef	O
of	beef	<END>	B-NEW
<START>	Id	like	O
Id	like	to	O
like	to	add	O
to	add	lettuce	O
add	lettuce	<END>	B-NEW
<START>	Swap	lettuce	O
Swap	lettuce	for	B-OLD
lettuce	for	sugar	O
for	sugar	<END>	B-NEW
<START>	Can	you	O
Can	you	include	O
you	include	sugar	O
include	sugar	?	B-NEW
sugar	?	<END>	I-NEW
<START>	Try	using	O
Try	using	milk	O
using	milk	instead	O
milk	instead	of	O
instead	of	tofu	O
of	tofu	<END>	B-OLD
<START>	Avoid	using	O
Avoid	using	almond milk	O
using	almond milk	<END>	B-OLD
<START>	I	dont	O
I	dont	want	O
dont	want	sugar	O
want	sugar	<END>	O
<START>	Replace	yogurt	O
Replace	yogurt	with	B-OLD
yogurt	with	butter	O
with	butter	<END>	B-NEW
<START>	Lets	add	O
Lets	add	yogurt	O
add	yogurt	<END>	B-NEW
<START>	Swap	tofu	O
Swap	tofu	for	B-OLD
tofu	for	egg	O
for	egg	<END>	B-NEW
<START>	Exchange	egg	O
Exchange	egg	for	B-OLD
egg	for	garlic	O
for	garlic	<END>	B-NEW
<START>	Substitute	yogurt	O
Substitute	yogurt	with	B-OLD
yogurt	with	broccoli	O
with	broccoli	<END>	B-NEW
<START>	I	dont	O
I	dont	want	O
dont	want	honey	O
want	honey	<END>	O
<START>	Put	some	O
Put	some	onion	O
some	onion	in	B-NEW
onion	in	the	O
in	the	recipe	O
the	recipe	<END>	O
<START>	Avoid	using	O
Avoid	using	broccoli	O
using	broccoli	<END>	B-OLD
<START>	Please	add	O
Please	add	beef	O
add	beef	<END>	B-NEW
<START>	Is	it	O
Is	it	okay	O
it	okay	to	O
okay	to	switch	O
to	switch	broccoli	O
switch	broccoli	with	B-OLD
broccoli	with	lettuce	O
with	lettuce	?	B-NEW
lettuce	?	<END>	I-NEW
<START>	Could	you	O
Could	you	add	O
you	add	beef	O
add	beef	?	B-NEW
beef	?	<END>	I-NEW
<START>	Exclude	garlic	O
Exclude	garlic	from	B-OLD
garlic	from	recipe	O
from	recipe	<END>	O
<START>	Swap	pasta	O
Swap	pasta	for	B-OLD
pasta	for	tomatoes	O
for	tomatoes	<END>	B-NEW
<START>	Please	skip	O
Please	skip	flour	O
skip	flour	<END>	B-OLD
<START>	Include	egg	O
Include	egg	to	B-NEW
egg	to	this	O
to	this	meal	O
this	meal	<END>	B-NEW
<START>	Try	using	O
Try	using	almond milk	O
using	almond milk	instead	O
almond milk	instead	of	O
instead	of	rice	O
of	rice	<END>	B-OLD
<START>	Exchange	egg	O
Exchange	egg	for	B-OLD
egg	for	cheese	O
for	cheese	<END>	B-NEW
<START>	Substitute	spinach	O
Substitute	spinach	with	B-OLD
spinach	with	beef	O
with	beef	<END>	B-NEW
<START>	Can	you	O
Can	you	include	O
you	include	tofu	O
include	tofu	?	B-NEW
tofu	?	<END>	I-NEW
<START>	Can	you	O
Can	you	take	O
you	take	out	O
take	out	lettuce	O
out	lettuce	?	B-OLD
lettuce	?	<END>	I-OLD
<START>	Avoid	using	O
Avoid	using	flour	O
using	flour	<END>	B-OLD
<START>	Avoid	using	O
Avoid	using	tofu	O
using	tofu	<END>	B-OLD
<START>	Try	using	O
Try	using	honey	O
using	honey	instead	O
honey	instead	of	O
instead	of	flour	O
of	flour	<END>	B-OLD
<START>	Exchange	yogurt	O
Exchange	yogurt	for	B-OLD
yogurt	for	flour	O
for	flour	<END>	B-NEW
<START>	Change	beans	O
Change	beans	to	B-OLD
beans	to	pasta	O
to	pasta	<END>	B-OLD
<START>	I	want	O
I	want	to	O
want	to	add	O
to	add	peanuts	O
add	peanuts	<END>	B-NEW
<START>	Could	you	O
Could	you	add	O
you	add	sugar	O
add	sugar	?	B-NEW
sugar	?	<END>	I-NEW
<START>	Can	I	O
Can	I	use	O
I	use	cheese	O
use	cheese	instead	B-NEW
cheese	instead	of	O
instead	of	tofu	O
of	tofu	?	B-OLD
tofu	?	<END>	I-OLD
<START>	I	prefer	O
I	prefer	without	O
prefer	without	bacon	O
without	bacon	<END>	B-OLD
<START>	Please	skip	O
Please	skip	lettuce	O
skip	lettuce	<END>	B-OLD
<START>	Could	you	O
Could	you	add	O
you	add	broccoli	O
add	broccoli	?	B-NEW
broccoli	?	<END>	I-NEW
<START>	Dont	add	O
Dont	add	beef	O
add	beef	<END>	B-NEW
<START>	I	dont	O
I	dont	want	O
dont	want	egg	O
want	egg	<END>	O
<START>	Use	tofu	O
Use	tofu	in	B-NEW
tofu	in	place	O
in	place	of	B-NEW
place	of	beans	O
of	beans	<END>	B-NEW
<START>	Exchange	bacon	O
Exchange	bacon	for	B-OLD
bacon	for	lettuce	O
for	lettuce	<END>	B-NEW
<START>	No	milk	O
No	milk	,	B-OLD
milk	,	please	I-OLD
,	please	<END>	O
<START>	Substitute	spinach	O
Substitute	spinach	with	B-OLD
spinach	with	rice	O
with	rice	<END>	B-NEW
<START>	Exchange	almond milk	O
Exchange	almond milk	for	B-OLD
almond milk	for	sugar	O
for	sugar	<END>	B-NEW
<START>	Avoid	using	O
Avoid	using	lettuce	O
using	lettuce	<END>	B-OLD
<START>	I	want	O
I	want	to	O
want	to	add	O
to	add	beef	O
add	beef	<END>	B-NEW
<START>	Can	you	O
Can	you	take	O
you	take	out	O
take	out	rice	O
out	rice	?	B-OLD
rice	?	<END>	I-OLD
<START>	Please	skip	O
Please	skip	beef	O
skip	beef	<END>	B-OLD
<START>	Also	,	O
Also	,	add	O
,	add	tofu	O
add	tofu	<END>	B-NEW
<START>	Avoid	using	O
Avoid	using	chicken	O
using	chicken	<END>	B-OLD
<START>	Try	using	O
Try	using	tomatoes	O
using	tomatoes	instead	O
tomatoes	instead	of	O
instead	of	beans	O
of	beans	<END>	B-OLD
<START>	Can	I	O
Can	I	use	O
I	use	spinach	O
use	spinach	instead	B-NEW
spinach	instead	of	O
instead	of	butter	O
of	butter	?	B-OLD
butter	?	<END>	I-OLD
<START>	Include	flour	O
Include	flour	to	B-NEW
flour	to	this	O
to	this	meal	O
this	meal	<END>	B-NEW
<START>	Please	add	O
Please	add	spinach	O
add	spinach	<END>	B-NEW
<START>	Please	add	O
Please	add	rice	O
add	rice	<END>	B-NEW
<START>	Please	skip	O
Please	skip	beans	O
skip	beans	<END>	B-OLD
<START>	Also	,	O
Also	,	add	O
,	add	butter	O
add	butter	<END>	B-NEW
<START>	I	dont	O
I	dont	want	O
dont	want	egg	O
want	egg	<END>	O
<START>	Is	it	O
Is	it	okay	O
it	okay	to	O
okay	to	switch	O
to	switch	chicken	O
switch	chicken	with	B-OLD
chicken	with	bacon	O
with	bacon	?	B-NEW
bacon	?	<END>	I-NEW
<START>	Also	,	O
Also	,	add	O
,	add	cheese	O
add	cheese	<END>	B-NEW
<START>	I	prefer	O
I	prefer	without	O
